income,investment_income,deductions,age,state,target
36823,2722,15231,69,CA,3965.1500000000005
48489,10550,11698,55,FL,8355.800000000001
148555,16854,10571,44,FL,29596.35
69961,1468,21175,53,CA,8918.650000000001
149664,808,12314,65,FL,26975.500000000004
59118,6719,11429,40,TX,9974.2
130417,16363,2365,38,WA,27946.600000000002
111816,10591,10604,30,CA,21300.850000000002
52263,5073,11366,54,NY,8372.050000000001
43565,8012,5055,64,CA,8651.05
50354,18029,5622,43,TX,11369.650000000001
72951,13892,16756,57,NY,12485.0
121179,8249,7783,24,WA,23527.4
53648,17513,1949,63,FL,12869.3
80729,15147,16628,56,CA,14260.850000000002
71971,17737,10032,39,NY,14546.75
48658,767,24179,56,CA,3801.8999999999996
51253,3895,22156,40,WA,5295.85
94166,19838,11619,47,CA,18904.15
78563,10200,16508,35,NY,13115.599999999999
56390,7329,12824,59,TX,9171.35
118664,15332,10945,35,NY,23296.350000000002
81578,14621,1919,63,CA,18029.0
109025,11334,9827,27,WA,21048.35
133850,18174,9617,56,FL,27091.85
62658,885,9732,47,FL,10231.35
36852,7734,530,43,WA,8398.0
124986,3906,7849,24,CA,23620.850000000002
32551,4492,6929,24,WA,5451.750000000001
101947,9730,4349,22,CA,20761.65
91001,2073,14456,18,NY,14897.150000000001
79159,16696,11295,63,TX,15512.45
81707,6269,21140,35,CA,11996.75
63243,17194,18185,30,FL,10681.45
51800,6841,5156,42,FL,10097.15
105939,10955,24240,57,TX,16771.050000000003
87828,2032,21845,25,CA,12409.150000000001
37239,9699,9228,27,TX,6595.65
36710,12737,21686,49,NY,3831.0499999999993
51384,10762,11920,34,TX,8911.1
51038,7129,7432,55,NY,9418.95
70846,19089,12203,32,FL,13981.8
117983,8788,6189,32,NY,23367.550000000003
97821,2147,28039,65,CA,12876.5
67991,615,1142,57,CA,13404.95
109057,947,23460,68,CA,16088.45
143193,5677,7614,37,CA,27586.65
36971,7866,26331,32,WA,1991.3500000000004
59139,2013,14253,52,NY,8566.500000000002
115445,16874,21224,23,CA,20314.1
107067,18812,18013,47,TX,19731.95
110257,4987,21446,25,TX,17437.95
114742,8733,17146,48,WA,19971.850000000002
67711,9479,6905,65,NY,13237.800000000001
36530,9825,4889,64,NY,7557.5
41116,2926,4839,49,NY,7452.35
95794,7282,29741,62,WA,12815.849999999999
30282,15635,3957,69,NY,7412.4000000000015
109473,15847,557,32,NY,24132.4
31898,9490,4621,35,CA,6647.85
34135,6986,14932,30,NY,4141.9
36629,6862,839,41,CA,8145.35
139472,12159,24578,57,CA,23573.75
115120,4423,9243,31,NY,21376.7
149798,10450,9596,45,TX,29128.100000000002
119087,8159,24732,28,FL,18858.25
95031,2073,6998,23,TX,17567.65
63380,17085,10129,42,NY,12706.5
142507,10111,510,18,NY,29890.550000000003
47071,6825,11596,42,TX,7538.950000000001
50074,10652,12974,19,NY,8369.1
120724,12454,1137,49,CA,25728.65
97843,7968,13700,30,WA,17338.800000000003
69901,12516,21990,50,NY,10360.1
41205,14290,28490,49,NY,3262.0
85661,7776,27897,41,TX,11324.350000000002
35906,8558,4666,44,CA,7298.4000000000015
32591,8719,8906,21,TX,5599.550000000001
92987,4886,21818,41,TX,13875.800000000003
93370,4619,10478,40,NY,16747.35
110685,13956,22830,46,CA,18522.9
140454,10345,2654,51,NY,28979.050000000003
135487,6875,990,38,NY,27881.15
84400,10100,24204,47,NY,12344.0
55150,7856,29005,43,NY,4957.15
61852,5401,2160,37,WA,12640.550000000001
72870,3022,22124,33,FL,9496.3
149796,11675,20841,20,CA,26500.2
82756,10912,15136,66,WA,14404.0
145357,5738,10336,54,FL,27348.100000000002
149052,15126,14269,57,FL,28512.050000000003
86481,1770,16206,61,FL,13510.2
31283,12305,2063,42,WA,7586.6
63691,9969,10795,40,CA,11534.800000000001
31125,12404,18361,61,TX,3495.3500000000004
97065,8989,8567,18,FL,18619.6
56170,3215,8933,50,TX,9483.0
38438,11980,29061,32,TX,2219.3500000000004
50095,6694,19051,34,NY,6260.35
46154,19360,25816,51,TX,5680.800000000001
38004,17136,28046,34,NY,3159.7000000000007
39752,10661,15619,69,CA,5644.800000000001
85426,1392,4919,58,CA,16064.25
138896,6789,26943,61,NY,22061.8
56819,14385,26819,21,CA,6816.800000000001
132168,17061,11741,30,FL,26057.500000000004
122051,105,24993,21,CA,18177.7
54217,11479,24026,24,NY,6558.750000000002
118708,1946,8798,63,FL,21834.000000000004
62994,5544,25143,26,TX,7144.6500000000015
45036,17479,16927,40,TX,7397.300000000001
107275,13275,14566,50,TX,19804.75
127756,6985,883,50,NY,26378.2
79416,1782,21182,37,TX,10855.0
39587,19641,24424,21,CA,4757.550000000001
140053,6213,9415,18,TX,26588.800000000003
125665,14485,11085,59,WA,24534.5
30645,15605,15008,51,WA,4717.75
60930,4869,22102,44,TX,7390.85
111835,17945,18452,38,TX,20445.75
60090,9867,23862,41,WA,7532.549999999999
117489,3981,8120,32,TX,22064.950000000004
82142,9493,7820,52,FL,15897.350000000002
141979,5682,11901,42,WA,26272.850000000002
56475,5782,18170,26,NY,7619.799999999999
48888,17327,16259,34,WA,8311.9
73732,9137,22099,38,CA,10592.2
111623,16984,9649,30,FL,22459.95
76305,13012,26490,20,NY,10590.3
76037,1524,8269,21,TX,13368.750000000002
39346,16634,11805,21,CA,7413.050000000001
30587,78,17692,60,CA,1706.1000000000004
42763,3123,25223,45,FL,2715.300000000001
89165,7064,10379,24,NY,16297.849999999999
137481,13068,8744,43,CA,27270.4
99615,8417,13285,28,NY,17864.3
66116,13362,8473,41,NY,13109.25
115751,1209,25857,60,CA,16867.3
121353,5153,26422,27,NY,18438.050000000003
120301,4898,10679,54,FL,22125.15
125648,18562,14605,30,CA,24262.65
55556,10871,29829,61,FL,5284.6
89042,7610,10985,59,FL,16203.650000000001
48099,11077,28287,56,NY,4209.6
139089,15791,12391,36,NY,27088.700000000004
75096,2544,4861,68,CA,14185.550000000001
101986,5522,19160,36,TX,16435.5
43230,2370,1596,29,CA,8602.5
59009,19665,16863,69,FL,10535.800000000001
100969,4710,19696,39,NY,15976.300000000003
63866,328,22540,64,FL,7187.4000000000015
135400,13683,27794,54,WA,22183.95
114246,5579,10155,47,WA,21147.3
106975,13122,7919,63,FL,21383.55
71855,6794,23128,29,TX,9608.1
111557,120,10334,46,TX,19745.9
36416,6749,20282,38,CA,3225.050000000001
102516,13763,14628,28,CA,18910.65
85915,17348,2072,54,CA,19267.2
48058,15450,9487,65,NY,9557.35
106637,3675,5624,35,TX,20472.65
70718,18460,29861,61,FL,9447.349999999999
62602,5643,938,44,WA,13132.350000000002
104658,11560,8176,54,TX,20621.600000000002
108112,17700,761,65,TX,24087.15
88067,17580,23638,29,TX,14340.900000000001
57516,15383,12941,40,CA,10575.400000000001
117969,3170,1669,51,NY,23652.050000000003
31089,355,7128,55,FL,4489.05
67346,9718,20246,40,CA,9865.400000000001
104663,28,19069,42,NY,16169.550000000003
40487,14831,12091,21,TX,7299.300000000001
30155,17397,23018,47,NY,2886.0499999999993
97494,10894,18315,47,CA,16554.149999999998
106229,9019,7308,30,TX,20771.65
134648,12638,20323,59,CA,23744.550000000003
68547,14889,1126,66,FL,15661.250000000002
58795,2024,27873,31,TX,5094.35
85296,5839,6021,64,NY,16429.8
51447,13503,29246,25,CA,5003.350000000002
66598,10303,6437,41,WA,13255.800000000001
71814,17138,7039,35,NY,15173.75
120751,17622,21757,52,NY,21354.25
105330,1906,17587,42,TX,16955.15
128745,7399,4135,34,NY,25825.1
117960,7961,15111,49,CA,21008.4
93278,12031,11964,41,WA,17469.250000000004
85077,15128,8711,24,FL,17106.850000000002
142782,15663,7904,30,WA,28929.850000000002
132932,1460,2283,44,CA,26234.65
101906,15682,20942,65,TX,17498.0
39528,15193,21731,22,CA,4751.799999999999
123812,17800,24251,53,NY,21369.65
80100,11045,22328,43,TX,12094.75
139869,7766,25058,59,FL,22874.200000000004
38179,17812,2477,62,FL,9688.35
78781,4378,3093,48,CA,15639.650000000001
85267,7529,24918,27,NY,11953.25
112379,3071,7207,63,FL,21134.700000000004
53952,16939,29868,43,WA,5864.250000000002
83798,17947,26038,39,TX,12942.150000000001
128696,11692,9394,29,WA,25144.5
140434,1040,26197,49,FL,21693.550000000003
80939,2686,26974,44,FL,9847.2
59516,12666,28172,50,CA,6760.1
86526,2553,14841,69,CA,13977.900000000001
40449,1779,6227,37,TX,6799.9
80290,13186,13280,56,CA,14715.900000000001
116661,16459,3535,58,NY,24917.3
102954,5057,27453,57,TX,14486.100000000002
52746,18733,23388,30,NY,7512.1500000000015
97990,19157,10582,31,CA,19826.05
88810,2262,27927,61,TX,11119.55
148362,19613,2913,57,FL,31886.100000000002
113297,10308,25765,39,WA,17764.350000000002
45223,16776,2340,35,FL,10976.0
102237,17492,28156,65,NY,16032.2
32597,5188,26179,46,FL,752.8500000000004
95677,8802,27873,60,FL,13487.45
32659,5057,5289,33,WA,5968.1
116516,3998,597,63,WA,23753.65
104567,8864,25220,52,FL,15938.0
45037,3677,29119,51,WA,2279.199999999999
76738,5796,15025,20,FL,12460.75
133965,14450,7145,21,TX,27174.25
101678,6363,2902,22,FL,20564.550000000003
42109,8123,23029,27,CA,3883.000000000002
52010,8222,8955,69,WA,9396.55
38787,13654,7694,46,WA,7882.0
138400,17784,4830,49,NY,29140.1
38472,4071,23930,48,NY,2322.550000000001
145111,8808,23752,19,CA,24405.4
53383,2786,9834,29,WA,8636.0
91709,870,10489,44,WA,15850.05
99785,4196,15768,22,NY,16644.4
143253,11796,29272,54,NY,23102.000000000004
64518,2739,10364,44,FL,10723.45
83909,940,2160,40,WA,16382.8
48351,340,13268,50,WA,6404.200000000001
99624,4133,22262,21,FL,14979.250000000004
83330,17043,24047,38,WA,13210.7
45282,10225,20133,41,CA,5556.9
114866,9752,14485,61,NY,20814.75
137945,3457,2922,48,NY,27377.05
51778,9848,22870,61,NY,6115.300000000001
54264,19359,24496,65,TX,7632.6500000000015
89675,9241,25155,41,CA,13032.400000000001
35075,453,3804,66,CA,6131.95
105948,9896,21262,27,FL,17358.500000000004
78454,10976,2368,66,TX,16745.2
58365,15872,15157,66,WA,10264.55
102766,818,8093,67,CA,18652.65
78200,4868,3932,19,TX,15387.2
41002,16396,29203,48,TX,3359.0499999999993
43947,12171,11552,42,CA,7727.049999999999
109222,920,5608,21,FL,20580.4
124840,18802,23019,68,TX,22033.55
146219,9506,12899,28,NY,27444.950000000004
108610,6475,22779,34,TX,16998.5
82142,2017,22485,61,WA,11109.7
86307,7957,9292,19,CA,16131.95
34493,16230,9862,23,WA,6867.6
80085,9420,5531,26,FL,16047.25
64228,4792,10412,22,NY,10961.4
109676,13237,21354,37,CA,18582.25
81875,18818,6344,46,TX,17611.7
61655,16251,24792,38,NY,8570.65
73472,19252,16759,26,TX,13392.45
79437,10707,7887,45,FL,15521.7
79416,1438,17993,25,CA,11600.650000000001
89711,3543,28682,48,FL,11303.150000000001
36816,11367,16158,37,FL,5028.75
107175,18165,28415,44,FL,17056.0
94307,15520,19323,25,FL,16358.650000000001
142728,6343,20446,38,TX,24385.550000000003
76733,2263,17997,45,WA,11186.800000000001
125028,10161,22962,40,TX,20789.250000000004
146450,211,24235,23,NY,23262.9
41240,13809,3679,20,FL,9399.6
128234,7027,29489,22,NY,19328.600000000002
122493,331,7540,26,TX,22663.250000000004
128344,8169,9488,24,FL,24522.15
101363,9133,7074,21,TX,19874.050000000003
62762,14591,3996,56,FL,13742.050000000001
38259,16125,21170,22,TX,4778.049999999999
80139,727,5695,28,CA,14713.1
44849,11054,25731,32,WA,4195.1500000000015
111768,3243,23382,51,WA,16994.550000000003
136108,17032,14235,30,FL,26217.65
119709,5095,29455,65,CA,17342.300000000003
84869,13809,2366,24,NY,18453.649999999998
93095,10929,27467,57,CA,13391.599999999999
147886,14842,26548,23,FL,25166.5
100910,17393,14164,56,CA,19249.95
116710,1550,6764,67,NY,21883.5
53567,8995,25360,47,FL,5722.6500000000015
65292,15166,15527,39,WA,11451.550000000001
104813,7492,29068,42,CA,14819.400000000001
127136,12501,25657,45,WA,20888.100000000002
81631,15567,16292,37,WA,14588.25
39885,19785,26609,56,TX,4292.5
89659,13265,1614,20,NY,19518.05
84306,5424,20939,22,CA,12440.05
96314,14086,14396,18,WA,17776.7
95087,3161,18800,32,WA,14791.550000000003
59165,9215,23672,43,NY,7297.25
88929,6617,23246,20,WA,12966.849999999999
97028,11926,29217,57,WA,13890.250000000004
125998,15092,20037,58,WA,22454.15
79812,16160,23023,64,WA,12630.650000000001
80500,17560,16880,59,TX,14514.0
109151,15638,16888,51,TX,19953.9
88643,2233,24083,69,FL,12042.800000000003
74900,4700,27962,22,CA,8694.5
72946,11027,29764,48,NY,8802.25
37851,7860,26784,68,FL,2053.2000000000007
46288,7526,5733,30,TX,8953.25
102692,5559,24439,60,TX,15262.5
97580,6732,29389,18,TX,13178.55
37368,2513,3216,39,FL,7046.55
115436,7830,22072,32,TX,18743.7
126136,14781,28242,43,FL,20383.850000000002
76403,7910,25984,35,TX,9971.099999999999
121170,15847,4364,65,WA,25520.05
39168,5649,12269,26,WA,5613.700000000001
116497,17480,22426,18,CA,20314.9
79879,9120,17861,60,TX,12878.550000000003
89871,1951,13829,26,CA,14809.600000000002
139632,10165,4960,40,FL,28211.15
141623,14352,18781,60,CA,25782.15
119388,9746,8301,62,TX,23264.250000000004
128646,10970,28130,19,FL,20342.2
62174,9186,8841,31,FL,11602.45
129751,8804,22578,55,WA,21626.3
122491,595,23954,57,FL,18598.95
36581,7875,7730,35,FL,6564.950000000001
140155,5972,17883,33,CA,24456.05
101853,15882,29782,46,FL,15307.400000000001
94046,858,23619,61,NY,13033.150000000001
79678,5519,16979,28,WA,12518.7
138392,9980,978,23,WA,28930.9
141250,4317,730,20,FL,28715.05
56649,19838,56,31,CA,14291.5
118668,12144,2243,19,WA,24994.45
112325,12879,22263,49,WA,18831.1
44567,1030,1701,48,NY,8642.65
110404,9487,23613,28,FL,17600.600000000002
119906,13305,17670,39,WA,21559.45
138069,10255,8303,20,WA,27076.300000000003
126019,1447,15100,67,WA,21645.850000000002
91944,10237,12998,48,WA,16674.85
148428,2850,9393,50,CA,27764.850000000002
108002,11953,947,41,TX,23156.600000000002
58803,8106,20505,18,NY,7850.25
48230,10000,6553,61,CA,9507.75
47862,9503,757,32,NY,10808.6
73355,15493,14866,54,WA,13278.45
61259,4055,11580,44,NY,9965.050000000001
129075,5402,5651,55,FL,25212.55
117445,9281,7273,65,FL,23062.9
60795,1672,10033,44,TX,9901.55
144604,4532,3535,61,TX,28716.850000000002
38770,4924,18677,29,NY,3823.3500000000004
41093,15269,17488,20,CA,6136.950000000001
76571,12546,8853,47,CA,14982.850000000002
30193,6085,908,49,WA,6724.35
130311,12390,22923,40,CA,22189.95
47569,13280,4617,19,TX,10351.550000000001
147082,4864,10048,24,CA,27634.0
41190,9316,23453,51,WA,3772.1499999999996
92824,1221,2311,49,FL,18170.2
72752,2860,16020,56,CA,10974.400000000001
62327,10702,17173,49,CA,9777.45
72070,8428,13585,60,TX,12281.95
115925,15385,14017,60,NY,21988.5
70197,9336,16555,31,FL,11301.050000000001
32261,3253,12552,20,NY,3802.1500000000005
148424,3782,26562,63,WA,23611.600000000002
123905,17150,24373,49,WA,21260.25
56512,19065,13337,60,NY,10827.900000000001
36716,16343,1885,53,TX,9323.400000000001
116795,19049,25051,34,TX,19953.6
58933,9951,1049,65,TX,13017.0
137225,16269,20513,20,FL,24757.1
34378,14567,10503,27,WA,6434.9
70583,11683,1161,64,WA,15578.800000000001
142082,3513,815,57,WA,28739.600000000002
115371,16879,3766,35,FL,24664.55
59033,13335,27498,20,WA,6932.35
54000,11372,25329,56,NY,6173.549999999999
141032,5822,21045,27,CA,23818.45
105868,14837,25037,69,FL,17139.9
72604,12122,3239,26,CA,15529.35
98336,2072,13942,63,NY,16492.5
125074,8529,27278,63,TX,19474.65
125655,18939,8272,28,TX,25903.85
103869,5959,19188,50,TX,16870.65
35410,9107,24415,53,FL,2344.2999999999993
113375,5993,869,43,TX,23356.7
86044,5021,5526,44,FL,16580.45
93315,19291,7741,55,FL,19621.4
126055,19298,29741,39,CA,20670.45
101344,13546,4694,43,TX,21127.200000000004
36796,10174,25382,39,WA,2539.800000000001
116716,16138,1934,22,TX,25280.4
84245,11759,21556,52,TX,13223.849999999999
73056,9190,17087,19,TX,11717.95
47709,12886,16318,52,WA,7395.200000000001
149664,16779,18907,26,WA,27722.9
88557,17322,19023,68,FL,15553.95
47543,9828,6159,68,WA,9443.050000000001
67418,2510,15719,66,FL,9930.35
124611,18033,29158,35,CA,20337.65
133291,3435,20293,60,FL,22100.2
143504,3201,12993,29,TX,25932.700000000004
133001,15153,13813,20,NY,25419.9
126038,19621,1164,35,NY,27859.750000000004
46724,58,619,55,TX,9198.750000000002
33828,11122,7982,24,FL,6438.4
146656,2971,3066,50,TX,29010.350000000002
47087,9719,21256,23,WA,5561.25
42605,14017,8638,35,FL,8464.05
61337,8314,2337,62,TX,12930.250000000002
35482,9628,24784,39,WA,2344.6000000000004
95333,9354,5594,68,WA,19071.2
122541,11492,2460,56,FL,25617.0
118296,3345,6820,68,CA,22455.95
80952,18870,21930,26,CA,13538.400000000001
35463,15357,3442,52,WA,8535.65
142164,561,16191,40,CA,24469.200000000004
100448,6261,19095,29,WA,16255.000000000004
34648,1737,16326,69,CA,3108.6500000000005
63623,9096,10529,41,WA,11456.75
89156,19938,17675,67,WA,16403.15
65634,12682,10390,57,WA,12431.6
74602,11723,14030,26,WA,13171.350000000002
144598,12098,5374,30,NY,29390.800000000003
79334,9126,25976,57,CA,10741.7
98648,13389,13142,59,WA,18452.45
52054,8266,19039,34,TX,6890.950000000001
100028,294,12204,24,FL,16998.7
52207,11434,22897,34,TX,6432.250000000002
110650,5330,7394,67,TX,21081.0
129821,4655,17088,41,NY,22390.45
111554,17493,825,19,CA,24728.500000000004
51386,13460,9196,52,NY,9997.2
113276,3771,11652,45,CA,20307.850000000002
89518,8563,16760,36,WA,14998.050000000003
82781,17558,972,50,NY,18946.9
82780,1164,20597,38,FL,11581.349999999999
91440,9475,11268,27,CA,16892.25
74199,12388,443,63,NY,16587.25
91035,13969,23903,62,FL,14326.599999999999
38210,8434,754,26,TX,8718.6
74363,19184,28180,55,WA,10705.2
141175,7262,16023,23,WA,25318.55
108279,1541,21119,68,TX,16607.200000000004
90348,2765,10363,59,NY,15893.600000000002
85284,10306,10897,52,TX,15878.45
137628,4491,5396,35,FL,26850.250000000004
139835,3083,3465,36,CA,27563.2
102124,1857,2711,22,NY,20025.600000000002
98847,769,18791,42,CA,15187.0
52432,17806,25198,28,TX,6857.800000000001
94089,2972,21972,27,WA,13770.599999999999
85398,18256,22488,34,CA,14196.000000000004
129291,5599,5747,53,CA,25261.3
33321,18653,18107,43,WA,4935.4000000000015
111348,5275,23608,48,CA,17158.850000000002
67383,6571,27898,49,CA,7487.75
143816,5072,1919,38,WA,29044.25
108682,9631,17302,35,WA,18855.550000000003
109190,11245,29845,35,TX,16063.5
82893,14706,13473,18,TX,15416.250000000004
65820,5463,20599,31,CA,8833.7
96262,7450,16965,25,NY,16128.650000000001
33760,11095,14235,19,TX,4857.5
52190,1313,15710,68,TX,6707.450000000001
97411,7847,14434,32,NY,17050.75
53377,17454,13478,51,NY,9924.000000000002
76737,9166,3881,53,WA,15752.050000000003
99569,9930,26262,18,TX,14837.800000000003
68211,3285,20293,68,FL,9061.7
112909,3095,1999,38,FL,22546.300000000003
33744,16704,14849,59,CA,5542.15
54995,18705,10903,18,TX,11079.0
46977,555,16784,49,FL,5282.65
127938,5432,14700,37,TX,22727.4
64542,1386,20032,64,TX,8108.300000000001
40651,11239,5445,53,FL,8454.800000000001
129239,10619,2628,56,TX,26783.65
108931,6854,18040,47,NY,18304.3
125344,10196,17004,24,CA,22347.200000000004
132112,16033,246,39,WA,28765.850000000002
46715,7637,5212,67,FL,9185.55
74409,12962,3339,62,WA,15991.350000000002
54306,14940,23142,27,CA,7316.700000000001
49086,10618,23470,25,NY,5542.4000000000015
44376,3793,19394,44,NY,4595.6500000000015
91350,7373,21103,27,NY,14100.2
101425,2513,2368,31,NY,20069.95
133358,2327,12186,63,FL,23974.15
66636,8809,1839,69,FL,14188.800000000001
116120,18549,19287,28,TX,21184.6
144889,19692,6205,23,TX,30380.350000000002
81649,6452,4395,38,CA,16198.850000000002
64610,7642,29074,50,TX,6799.799999999999
40058,14435,15290,36,CA,6354.35
104637,992,22151,56,CA,15538.45
108033,5424,3691,41,CA,21497.45
100194,4381,7470,35,NY,18828.450000000004
106917,19558,3841,52,WA,23356.850000000002
94200,4782,4348,69,WA,18470.3
135848,7460,23005,60,FL,22537.350000000002
136022,19462,17776,54,CA,25679.7
76619,2983,28326,36,NY,8689.750000000002
47154,14182,6060,41,TX,10043.1
49539,2523,20639,51,TX,5126.500000000002
90058,9677,27584,39,FL,12567.150000000001
92068,10292,15525,21,FL,16076.150000000001
107313,15089,4300,27,CA,22650.95
129932,4581,3338,19,CA,25839.050000000003
60373,11907,29833,25,TX,6402.4
63154,5609,5487,50,TX,12100.400000000001
36031,18385,3514,55,TX,9085.45
123533,17771,29529,60,TX,19990.000000000004
101975,11375,17143,45,WA,17815.5
52785,17414,27344,27,CA,6333.1
108928,9957,11280,62,CA,20459.15
148696,12955,10307,18,TX,29105.7
58669,1220,28804,51,NY,4715.800000000001
124475,13163,9915,20,TX,24390.7
147154,13289,11158,26,FL,28634.65
32282,12537,8621,22,NY,6181.700000000001
64624,9810,10547,59,FL,11759.550000000001
78438,9455,23177,27,NY,11311.599999999999
119900,9063,13485,29,FL,21968.2
97534,834,2459,35,TX,19017.149999999998
61705,1724,28768,38,TX,5407.6
68244,2413,5273,38,NY,12692.500000000002
104964,9505,18102,18,FL,17893.050000000003
67437,4498,9457,20,WA,11797.850000000002
107872,2105,5423,22,NY,20534.4
104878,2568,17692,42,NY,16937.800000000003
149006,9330,17434,66,CA,26842.2
135368,16593,28049,25,NY,22550.300000000003
102982,4911,5479,34,WA,19963.300000000003
80583,18604,15419,26,TX,15052.45
68392,16617,2249,49,FL,15608.7
37461,792,2809,23,CA,6908.750000000001
130123,14195,2921,66,FL,27423.600000000002
40516,13901,4676,57,TX,9019.35
109285,15762,20425,38,NY,19115.05
47514,19494,2417,24,WA,11822.650000000001
130962,18550,16916,24,CA,24745.9
66268,8526,13463,64,WA,11166.75
120486,15898,29797,56,WA,19032.65
130424,1214,25474,44,WA,19898.4
66788,15346,8167,25,WA,13617.75
105749,212,27230,26,TX,14374.100000000002
91049,1658,1469,45,WA,18091.25
92493,12270,27496,32,WA,13465.100000000002
66027,14029,25828,19,TX,8852.750000000002
123547,5024,7292,24,FL,23640.0
72849,13039,25345,64,TX,10189.400000000001
130127,5141,25409,35,NY,20444.300000000003
47858,18178,23526,39,TX,6416.799999999999
114162,5988,22384,67,FL,18134.600000000002
109003,13777,23465,27,NY,18000.9
82395,5578,26785,67,NY,10619.45
69758,15051,21033,50,CA,10951.0
84312,3845,6931,24,WA,15706.400000000001
98670,11882,19808,20,NY,16564.3
146758,14247,1091,31,NY,31215.9
112279,11484,25772,61,FL,17735.4
45434,378,16363,63,NY,5052.750000000002
94047,3293,28490,53,FL,12180.850000000002
77775,19713,26236,30,WA,11952.95
105769,11630,24233,33,CA,16840.050000000003
144682,13660,21038,33,CA,25725.9
96677,16608,260,22,WA,21761.600000000002
113555,737,10456,69,WA,20207.55
115920,16619,22320,42,TX,20096.85
138439,12470,13435,55,NY,26199.550000000003
75734,17095,29476,55,NY,10342.050000000003
131665,16117,9377,67,NY,26406.3
118503,14779,15813,55,FL,21964.2
70603,18272,27025,56,TX,10105.150000000001
106708,17643,28109,65,NY,16960.800000000003
111926,7271,20754,58,FL,18287.350000000002
98803,17132,4301,43,FL,21255.15
69332,12178,7207,30,CA,13891.350000000002
121703,19935,27920,61,FL,20350.850000000002
51312,14490,22203,68,WA,6885.1500000000015
123376,13863,25442,43,FL,20394.15
114526,1823,16476,18,WA,19059.65
74179,6852,21545,25,WA,10477.35
101442,13072,24016,21,CA,16245.2
144332,11133,27754,38,CA,23597.850000000002
147961,15111,25927,39,FL,25377.100000000002
70379,6519,22592,68,CA,9405.650000000001
47297,1777,8556,54,CA,7586.949999999999
32011,17606,21300,66,NY,3718.1000000000004
146130,14772,13795,20,FL,27993.05
74014,13621,20102,36,FL,11820.45
142094,11859,6125,18,FL,28666.4
41738,18161,1924,46,CA,10590.75
124333,9496,19479,40,CA,21421.250000000004
77498,7490,6683,50,WA,14952.349999999999
41120,8893,21565,69,TX,4166.700000000001
146517,2989,18922,58,TX,25021.25
38767,8343,25872,40,TX,2536.8500000000004
52852,17709,18660,22,NY,8561.750000000002
109239,11914,13331,24,CA,20302.15
30929,8998,24578,23,WA,1391.0
107487,2722,28068,66,WA,14888.7
148387,4656,9945,39,TX,27889.550000000003
121575,17709,17294,66,NY,22647.85
144149,4133,306,30,NY,29373.250000000004
125040,19253,22959,29,TX,22156.2
47438,1242,4231,21,TX,8616.15
78515,8539,6028,25,CA,15476.849999999999
35744,1831,12207,54,NY,4371.7
113820,17953,6658,48,WA,23792.45
72417,7246,6336,54,TX,13986.300000000001
135284,18302,13896,62,CA,26328.100000000002
37069,3232,9630,43,WA,5491.1
72359,3758,17256,60,NY,10721.500000000002
49799,5997,1141,25,TX,10574.1
128746,18739,17049,57,TX,24297.8
123762,10972,8400,50,CA,24298.2
100188,15368,951,62,CA,22105.050000000003
119859,1824,9249,46,NY,21933.15
137674,10683,12936,22,TX,25903.250000000004
37597,4060,14455,45,CA,4514.650000000001
77093,404,4722,57,TX,14298.7
67226,18105,12812,34,NY,12957.95
102127,11017,4008,40,TX,21075.95
144650,3845,10060,62,WA,26991.75
121369,11384,13056,26,TX,22717.4
107362,16448,6655,19,FL,22275.850000000002
56417,9491,22574,49,FL,7063.550000000001
48693,13112,17155,68,NY,7416.65
109674,11785,13027,69,NY,20445.800000000003
145598,968,4030,66,NY,28257.300000000003
149028,368,24243,48,WA,23800.050000000003
83161,8424,521,24,WA,17765.55
32169,2242,19739,47,TX,1835.3500000000004
114092,3083,1400,20,CA,22930.850000000002
52052,13322,11930,68,FL,9426.2
101849,1469,28919,68,FL,13360.400000000001
103851,4725,3723,26,FL,20548.2
38036,4259,6579,27,TX,6601.300000000001
61778,3622,19631,63,TX,7991.15
57734,10292,18242,67,NY,8530.1
53173,17207,4781,64,CA,12020.4
60403,3431,20448,43,NY,7483.25
96321,4151,12873,18,TX,16668.600000000002
101675,4213,18782,47,WA,16271.45
36344,15235,16526,55,NY,5422.549999999999
48800,8989,21446,32,TX,5746.85
55372,779,11043,42,TX,8430.500000000002
91516,15351,19853,23,WA,15642.600000000002
50538,11042,16375,35,WA,7670.15
93918,19276,20079,18,WA,16655.250000000004
44973,5534,17101,20,CA,5549.450000000001
101155,3306,642,34,TX,20566.4
130240,2902,28016,65,WA,19479.3
89500,13391,18932,25,CA,15175.650000000001
66575,3718,11885,66,FL,10901.45
135455,21,24945,57,FL,20857.9
72261,1500,20034,34,FL,9668.7
140659,9034,7549,42,TX,27599.65
57716,15799,13397,58,CA,10563.800000000001
33236,3641,25362,29,CA,852.8500000000004
45848,191,15074,46,FL,5429.75
32352,13306,13771,42,NY,5023.550000000001
31932,13414,949,68,FL,8161.25
106449,8587,21828,53,TX,17120.850000000002
38556,4662,16905,42,FL,4184.25
116836,4326,23016,46,FL,18262.100000000002
35498,9065,22432,28,CA,2851.3500000000004
106118,10471,14732,21,FL,19111.250000000004
80098,12641,27519,31,WA,11036.0
94386,9196,16738,63,WA,16072.100000000002
142169,12726,29618,55,NY,22938.200000000004
39569,15651,26911,34,TX,3533.7000000000007
146127,8536,17866,19,TX,26039.300000000003
